name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Lake Shore Drive Bridge / Eagle River,47.41240700000003,-88.29720400099995,,1991,"Lake Shore Drive Bridge
This bridge, completed in 1915, was one of two bridges erected simultaneously by the Michigan State Highway Department across the Eagle River. The second was located in nearby Phoenix. Prior to 1915 a Pratt through truss bridge crossed the fifty-three-foot gorge here. It deteriorated and was replaced with this structure. The highway department designed the bridge, which was constructed by the Wisconsin Bridge and Iron Company of Milwaukee. The Smith-Byers-Sparks Company of Houghton provided the concrete abutments for this steel riveted Warren deck truss bridge, which i…",,,Keweenaw,Eagle River
Lime Kilns,45.98563100000007,-86.13345599999997,,1968,"Lime Kilns
These towers are the remains of kilns used by the White Marble Lime Company, founded by George Nicholson Jr. in 1889. The kilns, which were fired by wood waste from the lumber industry, burned dolomite to produce quicklime for use as a building material and an ingredient in the manufacture of paper. As larger corporations were formed and the methods of producing lime were made more efficient, the company diversified; it established a sawmill and shingle mill and became a dealer in forest products, as well as crushed stone, cement, and builders’ supplies. Its operations here and in…",,,Schoolcraft,Manistique Township
Zion Church / Zion Church,42.59949700000004,-82.87824000099994,,1986,"Zion Church
Organized on July 3, 1854, Zion Evangelical Lutheran Church was the first German Protestant congregation in Mount Clemens. Its founding trustees were John Rossow and Abraham Devantier from Prussia, John William Miller and Carsten Roecker from Hanover, and John Charles Reimold and John George Murthum from Wuerttemberg. Zion Church operated as a free congregation, welcoming all Christians. It served primarily German-speaking Catholic and Protestant immigrants, including Lutherans, Calvinists and Huguenots. Worshipping at first in the Macomb County Courthouse, the congregation purcha…",,,Macomb,Mount Clemens
Pacific Salmon,44.66322300000007,-85.93586799999997,4,1974,"Pacific Salmon
Since 1870 several unsuccessful attempts have been made to establish Pacific salmon in the Great Lakes. In 1966 at this site the Department of Conservation released coho fingerlings, hatchery-reared from eggs given by the state of Oregon. They migrated to Lake Michigan and fed on its enormous alewife population. Augmented by subsequent annual plantings, the coho became firmly established. By 1970 the sport fishery catch reached 10 million pounds. Other species of Pacific salmon—the chinook and kokanee—were also successfully introduced to the Great Lakes area in the late 1960s.…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1082/attachments/1177,,Benzie,Beulah
First Baptist Church,42.64133400000003,-83.29400999999996,,1961,"First Baptist Church
This church, Michigan’s oldest Baptist church, was begun in 1821 by a small band of pioneers who came to Pontiac through the forest and swamp from Mount Clemens. In 1824 the Reverend Elkanah Comstock became the church’s first pastor. The congregation met in homes, the schoolhouse, and the courthouse until it dedicated its own building in 1841. In 1896 the church moved to its present location. Fifty-five years later on July 1, 1951, this building was dedicated. The church’s large missionary program is well known.",,,Oakland,Pontiac
First Congregational Church of Union City,42.06872700000008,-85.13533199999995,1,2007,"First Congregational Church
On March 7, 1837, the Reverend Calvin Clark of Homer led sixteen people in organizing the First Congregational Church of Union City.  The congregation is likely the oldest of this denomination in the state.  The Romanesque Revival building dates from 1862.  Additions and renovations occurred over the years to accommodate a growing membership.  The original pipe organ and stained glass windows were replaced during a major remodeling in 1917.",,,Branch,Union City
The Michigan Stove / The Michigan Stove and the State Fair,42.44055000000003,-83.11895999999996,,1998,"The Michigan Stove
At the close of the nineteenth century Detroit was “The Stove Capital of the World.” As the 1893 World’s Columbian Exposition in Chicago approached, the Michigan Stove Company, founded by Jeremiah Dwyer in 1872, decided to build a “Mammoth Garland” stove for its exhibit in the Manufacturers and Liberal Arts Building. Michigan Stove vice president George H. Barbour, who also served on the fair’s national board, sponsored the project. Designed by William J. Keep, the wooden structure weighed fifteen tons and measured 25 feet high, 30 feet long, and 20 feet wide. A colossal ex…",,,Wayne,Detroit
Carnegie Library,45.820276000000035,-88.06359000099997,,1979,"Carnegie Library
While in Iron Mountain on business during 1901, Andrew Carnegie saw the need for a library on the Menominee Iron Range, which was then a prospering area. He donated fifteen thousand dollars for this building. Serving the community for over seventy years, the Neoclassical Revival structure, designed by James E. Clancy, was one of the earliest Carnegie libraries in the Great Lake State. In 1971 this edifice became the Menominee Range Museum, featuring the history of its namesake.",,,Dickinson,Iron Mountain
Stafford Bay View Inn,45.38590500000004,-84.93466899999999,,1978,"Stafford Bay View Inn
J. W. Howard completed this spacious inn in 1887, naming it the Woodland Avenue House because of its proximity to that street. Later he called the hotel the Howard House. In 1923 the popular resort became the Roselawn in honor of Horace Rose, innkeeper at that time. Renamed the Bay View Inn, this building is now Stafford’s Bay View Inn and is one of the oldest seasonal hotels in continuous operation in the area. Carved out of deeded railroad property next to the village of Petoskey in 1875, the summer colony of Bay View began as a religious retreat. Then it became a cult…",,,Emmet,Bay View
General Motors Technical Center,42.51174400000008,-83.04613399999994,,2002,"General Motors Technical Center
An American icon of modern architecture, the General Motors (GM) Technical Center stands as a model corporate research and development park. Thirty-one buildings were constructed between 1949 and 1985. Conceived in 1944 by Board of Directors Chairman Alfred P. Sloan, the center centralized GM’s research, design, and engineering efforts. Vice President for Styling Harley Earl chose Eliel and Eero Saarinen to design the campus. Eero Saarinen’s International Style buildings are complemented by the grounds he planned with landscape architect Thomas Church. Saarinen…",,,Macomb,Warren
Central Reformed Church/Central Reformed Church,42.96324500000003,-85.65684399999998,,1989,"Central Reformed Church
Central Reformed Church was formed on April 23, 1918, by the merger of the first two Reformed churches in the Grand Rapids area: the First Reformed, an English-speaking church organized in 1840; and the Second Reformed, a Dutch speaking church established in 1849. The new congregation chose to worship in the home of the First Reformed Church on the corner of Fountain and Barclay Streets. On October 31, 1919, the Reverend John A. Dykstra became the church’s first pastor.

Central Reformed Church
Central Reformed Church, established in 1918, had nearly six hundred member…",,,Kent,Grand Rapids
Harvey N. Randall House,42.09423600000008,-84.98609399999998,,1991,"Harvey Randall House
This Queen Anne house was built in 1898 for Tekonsha businessman Harvey N. Randall (1859-1917) and his wife, dressmaker Adell Warboys Randall (1863-1943). Randall prospered as a produce, livestock, and hardware merchant. By 1905 he established the Harvey N. Randall Company, which dealt only in hardware. Adell served as the company’s secretary-treasurer. Randall held positions as the village president,  school board trustee, and director of the First State Bank of Tekonsha.",,,Calhoun,Tekonsha
Prospect Park,42.24621900000005,-83.60252499899997,4,2019,"Prospect Park
In 1842 this site became Ypsilanti’s second cemetery, and at one time approximately 250 people were buried here. However, when Highland Cemetery opened in 1864, the use of this site began to decline. Inspired by a nationwide parks movement, in 1891 a group of local women began working to convert the by-then-neglected cemetery into the city’s first park. Funds were raised, the remaining bodies were moved, the grounds were graded, trees were planted and walks were installed. Luna Lake, with its rustic fountain, was built. Completed in 1893, Prospect Park soon became noted for its…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1091/attachments/1182,,Washtenaw,Ypsilanti
